Stable ID	Area or source	Usage	English source	Spanish draft	Translator correction	Review status	Translator notes	Protected placeholders
GW-0230	SettingsView.swift	Visible interface	Mail is not configured on this device. You can copy the feedback address and use it in another mail app.	Mail no está configurado en este dispositivo. Puedes copiar la dirección de contacto y usarla en otra app de correo.		Needs review		
GW-0231	EditorView.swift	Visible interface	Markdown	Markdown		Needs review		
GW-0232	EditorView.swift	Visible interface	Markdown Reference	Referencia de Markdown		Needs review		
GW-0233	WelcomeView.swift	Visible interface	Markdown uses simple punctuation to create headings, lists, links, emphasis, tables, and other document structure. You can use Insert when you do not want to type the syntax yourself.	Markdown utiliza signos de puntuación sencillos para crear encabezados, listas, enlaces, énfasis, tablas y otras estructuras del documento. Puedes usar Insertar cuando no quieras escribir la sintaxis.		Needs review		
GW-0234	BRFOptionsView.swift	Visible interface	Match these dimensions to the intended braille display.	Ajusta estas dimensiones a la línea braille prevista.		Needs review		
GW-0235	AppSettings.swift	Visible interface	Monospaced	Monoespaciada		Needs review		
GW-0236	LibraryView.swift	Visible interface	Move	Mover		Needs review		
GW-0237	MoveLibraryItemView.swift	Visible interface	Move %@	Mover %@		Needs review		%@
GW-0238	ICloudMigrationView.swift	Visible interface	Move to iCloud	Mover a iCloud		Needs review		
GW-0239	ICloudMigrationView.swift	Visible interface	Move to This Device	Mover a este dispositivo		Needs review		
GW-0240	SettingsView.swift	Visible interface	Moves between headings with three-finger horizontal swipes in the editor.	Permite desplazarse entre encabezados con gestos horizontales de tres dedos en el editor.		Needs review		
GW-0241	OutlineView.swift	Visible interface	Moves the cursor to this heading	Mueve el cursor a este encabezado		Needs review		
GW-0242	ICloudMigrationView.swift	Visible interface	Moving and verifying documents	Moviendo y verificando documentos		Needs review		
GW-0243	EditorView.swift	Visible interface	Name	Nombre		Needs review		
GW-0244	ICloudMigrationView.swift	Visible interface	New	Nuevo		Needs review		
GW-0245	LibraryView.swift	Visible interface	New document	Nuevo documento		Needs review		
GW-0246	NewDocumentView.swift	Visible interface	New Document	Nuevo documento		Needs review		
GW-0247	SettingsView.swift	Visible interface	New Documents	Nuevos documentos		Needs review		
GW-0248	EBrailleMetadataSettingsView.swift	Visible interface	New exports will use %@.	Las exportaciones nuevas usarán %@.		Needs review		%@
GW-0249	LibraryView.swift	Visible interface	New Folder	Nueva carpeta		Needs review		
GW-0250	SortOrder.swift	Visible interface	Newest first	Más recientes primero		Needs review		
GW-0251	OutlineView.swift	Visible interface	No Headings	Sin encabezados		Needs review		
GW-0252	LibraryView.swift	Visible interface	No items match %@.	Ningún elemento coincide con %@.		Needs review		%@
GW-0253	AppSettings.swift	Spoken or accessibility	No Markdown editing announcements.	Sin anuncios de edición de Markdown.		Needs review		
GW-0254	MarkdownInsertion.swift	Visible interface	Numbered list created.	Lista numerada creada.		Needs review		
GW-0255	AppSettings.swift	Visible interface	Off	Desactivada		Needs review		
GW-0256	EditorView.swift	Visible interface	OK	Aceptar		Needs review		
GW-0257	SortOrder.swift	Visible interface	Oldest first	Más antiguos primero		Needs review		
GW-0258	DocumentStorage.swift	Visible interface	On This Device	En este dispositivo		Needs review		
GW-0259	AppLaunchBehavior.swift	Visible interface	Open Last Document	Abrir el último documento		Needs review		
GW-0260	SettingsView.swift	Visible interface	Opens an in-app email with app and system information included	Abre un correo dentro de la app con información de la app y del sistema		Needs review		
GW-0261	SettingsView.swift	Visible interface	Opens in external browser	Abre en el navegador externo		Needs review		
GW-0262	EditorView.swift	Visible interface	Opens list of insertable Markdown elements	Abre la lista de elementos Markdown que se pueden insertar		Needs review		
GW-0263	SettingsView.swift	Visible interface	Opens software acknowledgements and licenses	Abre los agradecimientos y las licencias del software		Needs review		
GW-0264	SettingsView.swift	Visible interface	Opens the lore of ghostWriter	Abre la historia de ghostWriter		Needs review		
GW-0265	DocumentLanguageView.swift	Visible interface	Other language tag…	Otra etiqueta de idioma…		Needs review		
GW-0266	EditorView.swift	Visible interface	Outline	Esquema		Needs review		
GW-0267	LineStructure.swift	Visible interface	Paragraph	Párrafo		Needs review		
GW-0268	WordDocumentModel.swift	Visible interface	Password-protected Word documents cannot be imported.	No se pueden importar documentos de Word protegidos con contraseña.		Needs review		
GW-0269	EditorView.swift	Visible interface	PDF	PDF		Needs review		
GW-0270	LibraryView.swift	Visible interface	Pin	Fijar		Needs review		
GW-0271	DocumentRow.swift	Visible interface	Pinned	Fijado		Needs review		
GW-0272	EditorView.swift	Visible interface	Plain Text	Texto sin formato		Needs review		
GW-0273	SettingsView.swift	Visible interface	Plays a tone when a document is rendered	Reproduce un tono cuando se renderiza un documento		Needs review		
GW-0274	EBrailleMetadataSettingsView.swift	Visible interface	Preferred braille code	Código braille preferido		Needs review		
GW-0275	ShareSheet.swift	Visible interface	Preparing %@…	Preparando %@…		Needs review		%@
GW-0276	WelcomeView.swift	Visible interface	Preparing Welcome document	Preparando el documento de bienvenida		Needs review		
GW-0277	EBrailleMetadataSettingsView.swift	Visible interface	Produced by	Producido por		Needs review		
GW-0278	AcknowledgementsView.swift	Visible interface	Project website	Sitio web del proyecto		Needs review		
GW-0279	EBrailleMetadataSettingsView.swift	Visible interface	Publisher	Editorial		Needs review		
GW-0280	RecentlyDeletedView.swift	Visible interface	Recently Deleted	Eliminados recientemente		Needs review		
GW-0281	EBrailleOptionsView.swift	Visible interface	Recommended details	Detalles recomendados		Needs review		
GW-0282	EditorView.swift	Visible interface	Reload External Version	Cargar la versión externa		Needs review		
GW-0283	EditorView.swift	Visible interface	Rename	Renombrar		Needs review		
GW-0284	EditorView.swift	Visible interface	Rename Document	Renombrar documento		Needs review		
GW-0285	LibraryView.swift	Visible interface	Rename Folder	Renombrar carpeta		Needs review		
GW-0286	EditorView.swift	Visible interface	Render	Renderizar		Needs review		
GW-0287	SettingsView.swift	Visible interface	Render Sound	Sonido al renderizar		Needs review		
GW-0288	RenderedHTMLView.swift	Visible interface	Rendered	Renderizado		Needs review		
GW-0289	EBrailleOptionsView.swift	Visible interface	Required. Enter a year, a year and month, or a full date, such as 2026, 2026-04, or 2026-04-17.	Obligatorio. Introduce un año, un año y un mes o una fecha completa, como 2026, 2026-04 o 2026-04-17.		Needs review		
GW-0290	RecentlyDeletedView.swift	Visible interface	Restore	Restaurar		Needs review		
GW-0291	RecentlyDeletedView.swift	Visible interface	Restores this item	Restaura este elemento		Needs review		
GW-0292	LibraryView.swift	Visible interface	Retry Download	Reintentar descarga		Needs review		
GW-0293	EBrailleMetadataSettingsView.swift	Visible interface	Rights	Derechos		Needs review		
GW-0294	AppSettings.swift	Visible interface	Rounded	Redondeada		Needs review		
GW-0295	TableInsertionView.swift	Visible interface	Rows	Filas		Needs review		
GW-0296	SettingsView.swift	Visible interface	Sample Status	Estado de muestra		Needs review		
GW-0297	DocumentLanguageView.swift	Visible interface	Save	Guardar		Needs review		
GW-0298	EditorView.swift	Visible interface	Save as New Document	Guardar como documento nuevo		Needs review		
GW-0299	EditorView.swift	Visible interface	Save Mine as a Copy	Guardar mi versión como copia		Needs review		
GW-0300	EditorView.swift	Visible interface	Save Now	Guardar ahora		Needs review		
GW-0301	LibraryView.swift	Visible interface	Search	Buscar		Needs review		
GW-0302	SettingsView.swift	Visible interface	Selected Character Count	Número de caracteres seleccionados		Needs review		
GW-0303	SettingsView.swift	Visible interface	Selected Word Count	Número de palabras seleccionadas		Needs review		
GW-0304	SettingsView.swift	Visible interface	Send Feedback	Enviar comentarios		Needs review		
GW-0305	AppSettings.swift	Visible interface	Serif	Serif		Needs review		
GW-0306	LibraryView.swift	Visible interface	Settings	Ajustes		Needs review		
GW-0307	EditorView.swift	Visible interface	Share	Compartir		Needs review		
GW-0308	ShareSheet.swift	Visible interface	Share Failed	Error al compartir		Needs review		
GW-0309	AppLaunchBehavior.swift	Visible interface	Show Library	Mostrar biblioteca		Needs review		
GW-0310	EditorView.swift	Visible interface	Shows a list of document headings	Muestra una lista de los encabezados del documento		Needs review		
GW-0311	SettingsView.swift	Visible interface	Shows selected document information after the editor	Muestra información seleccionada del documento después del editor		Needs review		
GW-0312	EditorView.swift	Visible interface	Shows this document as formatted HTML	Muestra este documento como HTML con formato		Needs review		
GW-0313	LibraryView.swift	Visible interface	Sort	Ordenar		Needs review		
GW-0314	LibraryView.swift	Visible interface	Sort By	Ordenar por		Needs review		
GW-0315	LibraryView.swift	Visible interface	Sort Order	Orden		Needs review		
GW-0316	SettingsView.swift	Visible interface	Sound	Sonido		Needs review		
GW-0317	EBrailleMetadataSettingsView.swift	Visible interface	Source work	Obra de origen		Needs review		
GW-0318	BrailleTranslator.swift	Visible interface	Spanish braille, grade 1 (uncontracted)	Braille español, grado 1 (sin contracciones)		Needs review		
GW-0319	BrailleTranslator.swift	Visible interface	Spanish braille, grade 2 (contracted)	Braille español, grado 2 (contraído)		Needs review		
GW-0320	BRFOptionsView.swift	Visible interface	Standard BRF page (40 by 25)	Página BRF estándar (40 por 25)		Needs review		
GW-0321	BRFOptionsView.swift	Visible interface	Standard BRF uses 40 cells by 25 lines. Choose a custom layout only when preparing the file for a particular display size.	El formato BRF estándar usa 40 celdas por 25 líneas. Elige un diseño personalizado solo al preparar el archivo para un tamaño de línea braille concreto.		Needs review		
GW-0322	AppLaunchBehavior.swift	Visible interface	Start a New Document	Iniciar un documento nuevo		Needs review		
GW-0323	SettingsView.swift	Visible interface	Start a New Document follows your New Documents setting. Open Last Document returns to the most recently opened file when it is still available.	Iniciar un documento nuevo sigue el ajuste Nuevos documentos. Abrir el último documento vuelve al archivo abierto más recientemente si todavía está disponible.		Needs review		
GW-0324	EditorView.swift	Visible interface	Status Bar	Barra de estado		Needs review		
GW-0325	SettingsView.swift	Visible interface	Status Information	Información de estado		Needs review		
GW-0326	MarkdownInsertion.swift	Visible interface	Strikethrough applied.	Tachado aplicado.		Needs review		
GW-0327	EBrailleMetadataSettingsView.swift	Visible interface	Subject	Tema		Needs review		
GW-0328	LibraryView.swift	Visible interface	Sync	Sincronización		Needs review		
GW-0329	AppSettings.swift	Visible interface	System	Sistema		Needs review		
GW-0330	MarkdownInsertion.swift	Visible interface	Table created, %lld columns and %lld rows.	Tabla creada, con %lld columnas y %lld filas.		Needs review		%lld, %lld
GW-0331	LineStructure.swift	Visible interface	Table divider	Separador de tabla		Needs review		
GW-0332	LineStructure.swift	Visible interface	Table row	Fila de tabla		Needs review		
GW-0333	AppSettings.swift	Visible interface	Tabs	Tabulaciones		Needs review		
GW-0334	MarkdownInsertionView.swift	Visible interface	Tactile Graphic	Gráfico táctil		Needs review		
GW-0335	MarkdownInsertion.swift	Visible interface	Tactile graphic attached.	Gráfico táctil adjuntado.		Needs review		
GW-0336	EBrailleOptionsView.swift	Visible interface	Taken from your document. Rename the document to change it.	Se obtiene del documento. Renombra el documento para cambiarlo.		Needs review		
GW-0337	LibraryView.swift	Visible interface	Tap New to start writing in markdown.	Pulsa Nuevo para empezar a escribir en Markdown.		Needs review		
GW-0338	MarkdownInsertion.swift	Visible interface	Task list created.	Lista de tareas creada.		Needs review		
GW-0339	NewDocumentView.swift	Visible interface	The .md filename extension is added automatically.	La extensión de archivo .md se añade automáticamente.		Needs review		
GW-0340	LiblouisBridge.swift	Visible interface	The braille emphasis information did not match the text.	La información de énfasis braille no coincidía con el texto.		Needs review		
GW-0341	LiblouisBridge.swift	Visible interface	The braille translation tables could not be found.	No se encontraron las tablas de traducción braille.		Needs review		
GW-0342	LiblouisBridge.swift	Visible interface	The braille translator produced characters that are not valid six-dot braille.	El traductor braille produjo caracteres que no son braille válido de seis puntos.		Needs review		
GW-0343	WelcomeExperience.swift	Visible interface	The bundled Welcome document could not be found.	No se encontró el documento de bienvenida incluido.		Needs review		
GW-0344	LiblouisBridge.swift	Visible interface	The document could not be translated into %@.	No se pudo traducir el documento a %@.		Needs review		%@
GW-0345	DocumentStore.swift	Visible interface	The document was deleted, but an associated image folder could not be removed.	El documento se eliminó, pero no se pudo borrar una carpeta de imágenes asociada.		Needs review		
GW-0346	EPUBPackage.swift	Visible interface	The EPUB could not be created.	No se pudo crear el EPUB.		Needs review		
GW-0347	EBrailleOptionsView.swift	Visible interface	The file will record this as %@.	El archivo lo registrará como %@.		Needs review		%@
GW-0348	TaggedPDFWriter.swift	Visible interface	The PDF could not be created.	No se pudo crear el PDF.		Needs review		
GW-0349	EBrailleOptionsView.swift	Visible interface	The person or organization creating and sharing this braille edition.	La persona u organización que crea y comparte esta edición braille.		Needs review		
GW-0350	SettingsView.swift	Visible interface	The render sound follows your device's silent switch.	El sonido de renderizado respeta el interruptor de silencio del dispositivo.		Needs review		
GW-0351	WordDocumentModel.swift	Visible interface	The selected file is not a valid Word document.	El archivo seleccionado no es un documento de Word válido.		Needs review		
GW-0352	DocumentMigration.swift	Visible interface	The source and destination libraries are the same.	Las bibliotecas de origen y destino son la misma.		Needs review		
GW-0353	EBrailleOptionsView.swift	Visible interface	The standard recommends these. Any you leave empty are left out of the file. Source Work identifies an original publication when this document comes from one. Publisher identifies who publishes this eBraille edition.	El estándar recomienda estos datos. Los campos que dejes vacíos no se incluirán en el archivo. Obra de origen identifica una publicación original cuando el documento procede de ella. Editorial identifica quién publica esta edición eBraille.		Needs review		
GW-0354	SettingsView.swift	Visible interface	The status bar is one focus stop beneath the editor and does not interrupt typing.	La barra de estado es una única parada de foco debajo del editor y no interrumpe la escritura.		Needs review		
GW-0355	EBrailleWriter.swift	Visible interface	The tactile graphic %@ could not be found or read. Attach it again before exporting.	No se pudo encontrar o leer el gráfico táctil %@. Vuelve a adjuntarlo antes de exportar.		Needs review		%@
GW-0356	EBrailleWriter.swift	Visible interface	The tactile graphic %@ is not a valid SVG, PNG, or JPG file. Attach it again before exporting.	El gráfico táctil %@ no es un archivo SVG, PNG o JPG válido. Vuelve a adjuntarlo antes de exportar.		Needs review		%@
GW-0357	EBrailleWriter.swift	Visible interface	The tactile graphic %@ is not an SVG, PNG, or JPG file.	El gráfico táctil %@ no es un archivo SVG, PNG o JPG.		Needs review		%@
GW-0358	EBrailleWriter.swift	Visible interface	The tactile SVG %@ contains active or external content and cannot be shared safely.	El SVG táctil %@ contiene contenido activo o externo y no se puede compartir de forma segura.		Needs review		%@
GW-0359	BRFWriter.swift	Visible interface	The translation contains a character that cannot be represented in BRF (Unicode %@).	La traducción contiene un carácter que no se puede representar en BRF (Unicode %@).		Needs review		%@
GW-0360	BRFWriter.swift	Visible interface	The translation contains eight-dot braille, which cannot be represented safely in BRF.	La traducción contiene braille de ocho puntos, que no se puede representar de forma segura en BRF.		Needs review		
GW-0361	WelcomeView.swift	Visible interface	The Welcome document could not be prepared right now. You can continue to the Library, and ghostWriter will try again on a later launch.	No se pudo preparar ahora el documento de bienvenida. Puedes continuar a la biblioteca y ghostWriter lo volverá a intentar la próxima vez que se abra.		Needs review		
GW-0362	WordDocumentModel.swift	Visible interface	The Word document contains unreadable %@.	El documento de Word contiene %@ ilegible.		Needs review		%@
GW-0363	WordDocumentModel.swift	Visible interface	The Word document could not be created.	No se pudo crear el documento de Word.		Needs review		
GW-0364	WordDocumentModel.swift	Visible interface	The Word document does not contain readable document content.	El documento de Word no contiene texto legible.		Needs review		
GW-0365	WordDocumentModel.swift	Visible interface	The Word document is too large to import safely.	El documento de Word es demasiado grande para importarlo de forma segura.		Needs review		
GW-0366	SettingsView.swift	Visible interface	Theme	Tema		Needs review		
GW-0367	EditorView.swift	Visible interface	This document changed outside ghostWriter. Save your current work as a copy or reload the external version.	Este documento cambió fuera de ghostWriter. Guarda el trabajo actual como una copia o vuelve a cargar la versión externa.		Needs review		
GW-0368	EditorView.swift	Visible interface	This document was removed outside ghostWriter. Save your current work as a new document or close without saving.	Este documento se eliminó fuera de ghostWriter. Guarda el trabajo actual como un documento nuevo o cierra sin guardar.		Needs review		
GW-0369	DocumentLanguageView.swift	Visible interface	This setting describes the document, not the app interface. It is added to exports that support language metadata. Enter a BCP 47 tag, such as es-MX, for a language or regional form not listed.	Este ajuste describe el documento, no la interfaz de la app. Se añade a las exportaciones que admiten metadatos de idioma. Introduce una etiqueta BCP 47, como es-MX, para un idioma o una variante regional que no aparezca en la lista.		Needs review		
GW-0370	EBrailleOptionsView.swift	Visible interface	Title	Título		Needs review		
GW-0371	EditorView.swift	Visible interface	Try Again	Intentar de nuevo		Needs review		
GW-0372	EBrailleOptionsView.swift	Visible interface	Turn this off if the document is only part of a larger work, such as a single chapter.	Desactiva esta opción si el documento solo forma parte de una obra mayor, como un único capítulo.		Needs review		
GW-0373	BrailleTranslator.swift	Visible interface	Unified English Braille, grade 1 (uncontracted)	Braille inglés unificado, grado 1 (sin contracciones)		Needs review		
GW-0374	BrailleTranslator.swift	Visible interface	Unified English Braille, grade 2 (contracted)	Braille inglés unificado, grado 2 (contraído)		Needs review		
GW-0375	LibraryView.swift	Visible interface	Unpin	Desfijar		Needs review		
GW-0376	DocumentStore.swift	Visible interface	Untitled	Sin título		Needs review		
GW-0377	DocumentAvailability.swift	Visible interface	Updating from iCloud	Actualizando desde iCloud		Needs review		
GW-0378	DocumentAvailability.swift	Visible interface	Upload failed. %@	Error de subida. %@		Needs review		%@
GW-0379	DocumentAvailability.swift	Visible interface	Uploading to iCloud	Subiendo a iCloud		Needs review		
GW-0380	DocumentAvailability.swift	Visible interface	Uploading to iCloud, %lld percent	Subiendo a iCloud, %lld por ciento		Needs review		%lld
GW-0381	NewDocumentCreationMode.swift	Visible interface	Use Today’s Date	Usar la fecha de hoy		Needs review		
GW-0382	EBrailleMetadataSettingsView.swift	Visible interface	Used as the copyright date in new exports.	Se usa como fecha de copyright en las exportaciones nuevas.		Needs review		
GW-0383	SettingsView.swift	Visible interface	Verbosity	Nivel de detalle		Needs review		
GW-0384	SettingsView.swift	Visible interface	Version	Versión		Needs review		
GW-0385	SettingsView.swift	Spoken or accessibility	VoiceOver Settings	Ajustes de VoiceOver		Needs review		
GW-0386	DocumentAvailability.swift	Visible interface	Waiting for iCloud	Esperando a iCloud		Needs review		
GW-0387	DocumentAvailability.swift	Visible interface	Waiting to Upload	Esperando para subir		Needs review		
GW-0388	WelcomeView.swift	Visible interface	Welcome to ghostWriter Markdown	Te damos la bienvenida a ghostWriter Markdown		Needs review		
GW-0389	SettingsView.swift	Visible interface	When App Opens	Al abrir la app		Needs review		
GW-0390	SettingsView.swift	Visible interface	When Starting a New Document	Al iniciar un documento nuevo		Needs review		
GW-0391	EBrailleOptionsView.swift	Visible interface	Who wrote the original work. If the author is not known, enter Unknown.	Quién escribió la obra original. Si no se conoce el autor, introduce Desconocido.		Needs review		
GW-0392	SettingsView.swift	Visible interface	Why ghostWriter?	¿Por qué ghostWriter?		Needs review		
GW-0393	SettingsView.swift	Visible interface	Word Count	Número de palabras		Needs review		
GW-0394	EditorView.swift	Visible interface	Word Document	Documento de Word		Needs review		
GW-0395	LibraryView.swift	Visible interface	Word Import	Importación de Word		Needs review		
GW-0396	SettingsView.swift	Visible interface	Your documents are stored in the ghostWriter folder, which you can open in the Files app.	Tus documentos se almacenan en la carpeta ghostWriter, que puedes abrir en la app Archivos.		Needs review		
GW-0397	LibraryView.swift	Visible interface	Your selected document library is unavailable. Open Settings to check iCloud Drive or choose On This Device.	La biblioteca de documentos seleccionada no está disponible. Abre Ajustes para comprobar iCloud Drive o elige En este dispositivo.		Needs review		
GW-0398	SortOrder.swift	Visible interface	Z to A	De la Z a la A		Needs review		
GW-0399	AcknowledgementsView.swift	Visible interface	ZIPFoundation	ZIPFoundation		Needs review		
WELCOME-0001	Welcome document	Markdown source line	# Welcome to ghostWriter Markdown	# Te damos la bienvenida a ghostWriter Markdown		Needs review		
WELCOME-0002	Welcome document	Markdown source line				Needs review		
WELCOME-0003	Welcome document	Markdown source line	ghostWriter Markdown is a plain-text writing app for creating notes, articles, lists, documentation, and anything else you want to express with words.	ghostWriter Markdown es una aplicación de escritura en texto sin formato para crear notas, artículos, listas, documentación y cualquier otra cosa que quieras expresar con palabras.		Needs review		
WELCOME-0004	Welcome document	Markdown source line				Needs review		
WELCOME-0005	Welcome document	Markdown source line	Markdown adds structure using a few ordinary punctuation marks. Your documents remain readable as plain text, and you can render them whenever you want to see the finished formatting.	Markdown añade estructura mediante unos cuantos signos de puntuación comunes. Tus documentos siguen siendo legibles como texto sin formato y puedes renderizarlos cuando quieras ver el formato final.		Needs review		
WELCOME-0006	Welcome document	Markdown source line				Needs review		
WELCOME-0007	Welcome document	Markdown source line	This document is yours. Read it, edit it, or duplicate it before experimenting.	Este documento es tuyo. Léelo, edítalo o duplícalo antes de experimentar.		Needs review		
WELCOME-0008	Welcome document	Markdown source line				Needs review		
WELCOME-0009	Welcome document	Markdown source line	## Markdown in a Minute	## Markdown en un minuto		Needs review		
WELCOME-0010	Welcome document	Markdown source line				Needs review		
WELCOME-0011	Welcome document	Markdown source line	A Markdown document is still just text. Characters such as number signs, asterisks, and brackets tell an app how parts of that text should be presented.	Un documento Markdown sigue siendo solo texto. Los caracteres como almohadillas, asteriscos y corchetes indican a una aplicación cómo debe presentar algunas partes del texto.		Needs review		
WELCOME-0012	Welcome document	Markdown source line				Needs review		
WELCOME-0013	Welcome document	Markdown source line	For example, a number sign followed by a space creates a heading. A dash followed by a space creates a list item.	Por ejemplo, una almohadilla seguida de un espacio crea un encabezado. Un guion seguido de un espacio crea un elemento de lista.		Needs review		
WELCOME-0014	Welcome document	Markdown source line				Needs review		
WELCOME-0015	Welcome document	Markdown source line	You do not need to memorize everything. Insert in the editor can add common Markdown elements for you, and Markdown Reference in File Actions contains a quick syntax guide.	No necesitas memorizarlo todo. Insertar, en el editor, puede añadir por ti elementos comunes de Markdown, y Referencia de Markdown, en Acciones de archivo, contiene una guía rápida de sintaxis.		Needs review		
WELCOME-0016	Welcome document	Markdown source line				Needs review		
WELCOME-0017	Welcome document	Markdown source line	## Organize with Headings	## Organiza el contenido con encabezados		Needs review		
WELCOME-0018	Welcome document	Markdown source line				Needs review		
WELCOME-0019	Welcome document	Markdown source line	Headings divide a document into meaningful sections. They also make longer documents easier to navigate with Outline and a screen reader's heading navigation.	Los encabezados dividen un documento en secciones con significado. También facilitan la navegación por documentos largos mediante Esquema y la navegación por encabezados de un lector de pantalla.		Needs review		
WELCOME-0020	Welcome document	Markdown source line				Needs review		
WELCOME-0021	Welcome document	Markdown source line	Use one number sign for the main heading:	Usa una almohadilla para el encabezado principal:		Needs review		
WELCOME-0022	Welcome document	Markdown source line				Needs review		
WELCOME-0023	Welcome document	Markdown source line	# Main Heading	# Encabezado principal		Needs review		
WELCOME-0024	Welcome document	Markdown source line				Needs review		
WELCOME-0025	Welcome document	Markdown source line	Use two number signs for a section:	Usa dos almohadillas para una sección:		Needs review		
WELCOME-0026	Welcome document	Markdown source line				Needs review		
WELCOME-0027	Welcome document	Markdown source line	## Section Heading	## Encabezado de sección		Needs review		
WELCOME-0028	Welcome document	Markdown source line				Needs review		
WELCOME-0029	Welcome document	Markdown source line	Add more number signs for deeper subsections. Markdown supports six heading levels.	Añade más almohadillas para subsecciones más profundas. Markdown admite seis niveles de encabezado.		Needs review		
WELCOME-0030	Welcome document	Markdown source line				Needs review		
WELCOME-0031	Welcome document	Markdown source line	Try to use heading levels in order instead of choosing them for their visual size.	Procura usar los niveles de encabezado en orden, en vez de elegirlos por su tamaño visual.		Needs review		
WELCOME-0032	Welcome document	Markdown source line				Needs review		
WELCOME-0033	Welcome document	Markdown source line	## Make Lists	## Crea listas		Needs review		
WELCOME-0034	Welcome document	Markdown source line				Needs review		
WELCOME-0035	Welcome document	Markdown source line	Use dashes or asterisks for a bulleted list:	Usa guiones o asteriscos para crear una lista con viñetas:		Needs review		
WELCOME-0036	Welcome document	Markdown source line				Needs review		
WELCOME-0037	Welcome document	Markdown source line	- First idea	- Primera idea		Needs review		
WELCOME-0038	Welcome document	Markdown source line	- Second idea	- Segunda idea		Needs review		
WELCOME-0039	Welcome document	Markdown source line	- Third idea	- Tercera idea		Needs review		
WELCOME-0040	Welcome document	Markdown source line				Needs review		
WELCOME-0041	Welcome document	Markdown source line	Use numbers for a sequence:	Usa números para indicar una secuencia:		Needs review		
WELCOME-0042	Welcome document	Markdown source line				Needs review		
WELCOME-0043	Welcome document	Markdown source line	1. Draft the document	1. Redacta el documento		Needs review		
WELCOME-0044	Welcome document	Markdown source line	2. Review the text	2. Revisa el texto		Needs review		
WELCOME-0045	Welcome document	Markdown source line	3. Share the finished file	3. Comparte el archivo final		Needs review		
WELCOME-0046	Welcome document	Markdown source line				Needs review		
WELCOME-0047	Welcome document	Markdown source line	When Automatic Lists is enabled, pressing Return continues the current list. Press Return on an empty list item to end the list.	Cuando Listas automáticas está activado, al pulsar Retorno continúa la lista actual. Pulsa Retorno en un elemento de lista vacío para terminar la lista.		Needs review		
WELCOME-0048	Welcome document	Markdown source line				Needs review		
WELCOME-0049	Welcome document	Markdown source line	You can also create a task list:	También puedes crear una lista de tareas:		Needs review		
WELCOME-0050	Welcome document	Markdown source line				Needs review		
WELCOME-0051	Welcome document	Markdown source line	- [x] Learn the basics	- [x] Aprende los conceptos básicos		Needs review		
WELCOME-0052	Welcome document	Markdown source line	- [ ] Write something interesting	- [ ] Escribe algo interesante		Needs review		
WELCOME-0053	Welcome document	Markdown source line	- [ ] Render the finished document	- [ ] Renderiza el documento final		Needs review		
WELCOME-0054	Welcome document	Markdown source line				Needs review		
WELCOME-0055	Welcome document	Markdown source line	## Add Emphasis	## Añade énfasis		Needs review		
WELCOME-0056	Welcome document	Markdown source line				Needs review		
WELCOME-0057	Welcome document	Markdown source line	Wrap text in single asterisks for emphasis:	Rodea el texto con un solo asterisco para darle énfasis:		Needs review		
WELCOME-0058	Welcome document	Markdown source line				Needs review		
WELCOME-0059	Welcome document	Markdown source line	*This text is italicized when rendered.*	*Este texto aparece en cursiva al renderizarse.*		Needs review		
WELCOME-0060	Welcome document	Markdown source line				Needs review		
WELCOME-0061	Welcome document	Markdown source line	Use two asterisks for strong emphasis:	Usa dos asteriscos para darle énfasis fuerte:		Needs review		
WELCOME-0062	Welcome document	Markdown source line				Needs review		
WELCOME-0063	Welcome document	Markdown source line	**This text is bold when rendered.**	**Este texto aparece en negrita al renderizarse.**		Needs review		
WELCOME-0064	Welcome document	Markdown source line				Needs review		
WELCOME-0065	Welcome document	Markdown source line	Use two tildes on each side to mark something as removed or no longer applicable:	Usa dos virgulillas a cada lado para marcar algo como eliminado o que ya no se aplica:		Needs review		
WELCOME-0066	Welcome document	Markdown source line				Needs review		
WELCOME-0067	Welcome document	Markdown source line	~~This plan has changed.~~	~~Este plan ha cambiado.~~		Needs review		
WELCOME-0068	Welcome document	Markdown source line				Needs review		
WELCOME-0069	Welcome document	Markdown source line	Use emphasis when it adds meaning. A clear sentence is usually more helpful than decorating every important word.	Usa el énfasis cuando aporte significado. Una frase clara suele ser más útil que decorar cada palabra importante.		Needs review		
WELCOME-0070	Welcome document	Markdown source line				Needs review		
WELCOME-0071	Welcome document	Markdown source line	## Create Links and Images	## Crea enlaces e imágenes		Needs review		
WELCOME-0072	Welcome document	Markdown source line				Needs review		
WELCOME-0073	Welcome document	Markdown source line	Put the visible link text in square brackets and the address in parentheses:	Escribe el texto visible del enlace entre corchetes y la dirección entre paréntesis:		Needs review		
WELCOME-0074	Welcome document	Markdown source line				Needs review		
WELCOME-0075	Welcome document	Markdown source line	[Visit the ghostWriter website](https://marconius.com/fun/ghostWriter/)	[Visita el sitio web de ghostWriter](https://marconius.com/fun/ghostWriter/)		Needs review		
WELCOME-0076	Welcome document	Markdown source line				Needs review		
WELCOME-0077	Welcome document	Markdown source line	An image uses similar syntax with an exclamation mark at the beginning:	Una imagen utiliza una sintaxis parecida, con un signo de exclamación al principio:		Needs review		
WELCOME-0078	Welcome document	Markdown source line				Needs review		
